五行,無料(○),アイテム,似合う色,メモ,時間帯,九星タグ,表示文,カテゴリ,使う場面,季節タグ,重複回避タグ
水,,湖の写真,ディープブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「湖の写真」を取り入れると、頭と心に余白が戻りやすいかもしれません。,インテリア,視界を整える,通年,水|インテリア|ディープブルー|湖の写真
水,,透明なスマホケース,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「透明なスマホケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,デジタル・仕事道具,机まわりを整える,通年,水|デジタル・仕事道具|クリア|透明なスマホケース
水,,ラベンダーブルーの入浴剤,ラベンダーブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ラベンダーブルーの入浴剤」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,秋・冬,水|飲食・休息|ラベンダーブルー|ラベンダーブルーの入浴剤
水,,青い靴下,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青い靴下」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブルー|青い靴下
水,,ネイビーのストール,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのストール」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ネイビー|ネイビーのストール
水,,黒い手袋,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒い手袋」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,秋・冬,水|身につけるもの|ブラック|黒い手袋
水,,水色のスマホリング,水色,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のスマホリング」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|水色|水色のスマホリング
水,,青い名刺入れ,ロイヤルブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青い名刺入れ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ロイヤルブルー|青い名刺入れ
水,,ガラスの風鈴,クリアブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスの風鈴」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,夏,水|日用品|クリアブルー|ガラスの風鈴
水,,雨色のしおり,ブルーグレー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「雨色のしおり」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,梅雨,水|文具・学び|ブルーグレー|雨色のしおり
水,,黒いマウス,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いマウス」を取り入れると、頭と心に余白が戻りやすいかもしれません。,デジタル・仕事道具,机まわりを整える,通年,水|デジタル・仕事道具|ブラック|黒いマウス
水,,青いカレンダー,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いカレンダー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,水|暮らしの道具|ブルー|青いカレンダー
水,,ネイビーのペンケース,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのペンケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ネイビー|ネイビーのペンケース
水,,透明な花瓶,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「透明な花瓶」を取り入れると、頭と心に余白が戻りやすいかもしれません。,植物・花,部屋や机まわりを整える,春,水|植物・花|クリア|透明な花瓶
水,,水色のエコバッグ,スカイブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のエコバッグ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|スカイブルー|水色のエコバッグ
水,,黒いデスクトレー,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いデスクトレー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,水|暮らしの道具|ブラック|黒いデスクトレー
水,,青いアートカード,インディゴ,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いアートカード」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|インディゴ|青いアートカード
水,,海色のマグカップ,マリンブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「海色のマグカップ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,通年,水|飲食・休息|マリンブルー|海色のマグカップ
水,,ネイビーのハンドタオル,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのハンドタオル」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,水|暮らしの道具|ネイビー|ネイビーのハンドタオル
水,,透明な一輪挿し,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「透明な一輪挿し」を取り入れると、頭と心に余白が戻りやすいかもしれません。,植物・花,部屋や机まわりを整える,通年,水|植物・花|クリア|透明な一輪挿し
水,,青いしおり,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いしおり」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ブルー|青いしおり
水,,夜用アロマミスト,ミッドナイトブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「夜用アロマミスト」を取り入れると、頭と心に余白が戻りやすいかもしれません。,香り・灯り,気分の切り替え,通年,水|香り・灯り|ミッドナイトブルー|夜用アロマミスト
水,,黒いキーケース,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いキーケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブラック|黒いキーケース
